,username,repo_name,no_of_contributions
11943,rodmoreno,webmaker-core,4
5626,rodms10,mortar-app-stub,1
10861,rodms10,node-firefox-start-simulator,2
14314,rodrigoi,wp-calypso,13
15643,rodrigommc,activate.mozilla.community,7
17139,rodrigommc,activity-stream-l10n,24
13787,rodrigommc,addons-frontend,157
12478,rodrigommc,addons-linter,4
8352,rodrigommc,addons-server,274
19618,rodrigommc,blurts-addon,1
18625,rodrigommc,blurts-server,39
19315,rodrigommc,contain-facebook,4
17311,rodrigommc,copyright,5
11828,rodrigommc,donate.mozilla.org,32
8595,rodrigommc,fxa-content-server-l10n,102
10531,rodrigommc,loop-client-l10n,7
17734,rodrigommc,notes,21
15507,rodrigommc,outofdate-notifications-system-addon,1
10096,rodrigommc,pontoon-intro,3
17850,rodrigommc,send,30
6385,rodrigommc,thimble.mozilla.org,58
10583,rodrigopadula,loop-client-l10n,1
94,rodrigopadula,zamboni,5
11119,rodrigowaters,learning.mozilla.org,3
10548,rodrigowaters,loop-client-l10n,3
6445,rodrigowaters,thimble.mozilla.org,5
6463,rogeriofox,thimble.mozilla.org,3
14956,rogerlista,tofino-electron,7
15987,rohan100jain,tensorflow,243
18964,rohanthacker,side-view,1
17286,rohit-rk,jx-sqlite,418
14230,rohithkodali,kaldi-gstreamer-server,1
16203,rohithmenon,redash,3
16700,rolodato,discourse-auth0-mozilla,4
13921,rom169,openhab,20
19347,romanrodriguez,contain-facebook,2
16862,romanrodriguez,multi-account-containers,1
4278,romaxa,integration-mozilla-inbound,557
2719,romaxa,mozilla-history,425
12324,romaxa,newtab-dev,620
3482,romaxa,pjs,542
11463,romaxa,universal-search-gecko-dev,618
13055,rompic,chat.mozillafoundation.org,1
3406,ronjouch,node-convict,2
12393,ronoc,compatipede,7
8021,roptat,legal-docs,1
13764,rorito,connected-devices-experiments,1
6759,rorito,fifi,1
6760,rorito,fifiback,39
8880,rorito,generator-recroom,2
8695,rorito,recroom,1
8782,rorito,recroom-docs,3
19469,roryokane,bug-handling,1
169,rosanardila,kitsune,2
13174,rosca,moz-skia,1
6585,rosexw,telemetry-dashboard,1
1494,rossbruniges,bedrock,25
1938,rossbruniges,betafarm,52
2333,rossbruniges,butter,3
4732,rossbruniges,content-2012.mozillafestival.org,52
2576,rossbruniges,django-browserid,1
5211,rossbruniges,gameon,188
2960,rossbruniges,gamesaver,1
2299,rossbruniges,lightbeam,12
4962,rossbruniges,login.webmaker.org,32
3898,rossbruniges,make.mozilla.org,394
5871,rossbruniges,mofactor-template,3
2946,rossbruniges,mozilla-ignite,606
5257,rossbruniges,mozilla-ignite-learning-lab-videos,2
3434,rossbruniges,mozilla-opennews,126
5813,rossbruniges,mwc,24
1821,rossbruniges,openbadges-backpack,1
3766,rossbruniges,openbadges.org,1
6652,rossbruniges,popcorn.webmaker.org,2
4229,rossbruniges,source,74
2937,rossbruniges,splash.mozilla-ignite.org,38
3354,rossbruniges,tabzilla,1
6361,rossbruniges,webmaker-firehose-archive,11
5568,rossbruniges,webmaker-nav,2
6313,rossbruniges,webmaker.org,4
3118,rossbruniges,wp.mozilla-ignite.org,16
17380,rossmacarthur,grcov,1
18449,rotem-bar,hubs,2
1925,rotty3000,rhino,1
8137,rouault,mozjpeg,1
287,rouge8,bleach,1
12161,rouge8,sops,2
14322,roundhill,wp-calypso,9
15271,roxima,DeepSpeech,2
12073,roylee17,git-repo,1
6152,roystchiang,treeherder,13
13870,rpappalax,ff-tool,118
4985,rpappalax,identity-pubkeys,3
17982,rpappalax,tracking-test,1
18740,rpl,FirefoxColor,1
13476,rpl,activity-stream,3
506,rpl,addon-sdk,5
12426,rpl,addons-linter,43
1256,rpl,amo-validator,1
19541,rpl,application-services,1
841,rpl,chromeless,2
11618,rpl,eslint-plugin-no-unsanitized,1
20172,rpl,extension-workshop,1
12396,rpl,node-fx-runner,14
4937,rpl,r2d2b2g,191
14454,rpl,sign-addon,6
13523,rpl,web-ext,222
16218,rpl,webextension-polyfill,76
19617,rprys,blurts-addon,1
18605,rprys,blurts-server,98
19287,rprys,contain-facebook,10
8590,rprys,fxa-content-server-l10n,109
17893,rprys,send,11
14282,rralian,wp-calypso,78
1498,rraue,bedrock,22
17949,rraue,irlpodcast,1
19083,rraue,protocol,1
13428,rrazor,ssh_scan,3
1995,rricard,dxr,9
19683,rrichardson,lmdb-rs,3
18936,rrichardson,rkv,5
20228,rrobotin,iris,15
19015,rrobotin,iris_firefox,33
17393,rrooij,grcov,1
7742,rroshan1,brackets,21
16044,rryan,tensorflow,85
13146,rryk,moz-skia,3
20547,rsegura56,jira-integration,1
15160,rsezille,positron-electron,5
14978,rsezille,tofino-electron,5
8793,rsmenon,crontabber,1
19367,rsmmr,bro,2422
15832,rsms,positron-spidernode,18
14637,rsms,spidernode,18
16512,rsms,spiderweb-spidernode,18
10866,rspivak,disco,14
3158,rszaloki,shumway,3
5982,rteja91,fireplace,4
14883,rthomas,sccache,1
8197,rtilder,apk-signer,6
6493,rtilder,ichnaea,5
2935,rtilder,sauropod,19
5610,rtilder,signing-clients,49
11376,rtilder,signing-service,7
3976,rtilder,trunion,73
1159,rtnpro,pontoon,8
8699,rtomayko,mozillawebmakerproxy.net,11
2388,rtsao,source-map,2
5512,rtucker-mozilla,build-tools,1
4545,rtucker-mozilla,disk_key_encrypter,45
5756,rtucker-mozilla,inventory,485
9841,rtucker-mozilla,oldpto,11
11510,rtucker-mozilla,phonebook,15
10205,rtucker-mozilla,sso-mozilla-com,1
2936,rtucker-mozilla,webtools-workermgmt,1
10934,rubbingalcoholic,call-congress,82
20291,rubdos,rust-android-gradle,2
6731,rubenroy,osumo,1
4723,rubenvereecken,fjord,1
17565,rugk,authenticator-rs,1
20186,rugk,extension-workshop,1
18168,rui314,aom,1
19404,rul,bro,1
20431,runaum,lmdb,1
20066,ruscoder,jsxgettext,7
14882,russellmcc,sccache,1
18413,rv404674,TUID,4
13639,rv404674,release-services,9
15777,rvagg,positron-spidernode,272
14565,rvagg,spidernode,291
16457,rvagg,spiderweb-spidernode,272
20471,rvandermeulen,bigquery-etl,3
10708,rvandermeulen,bugherder,19
5282,rvandermeulen,build-mozharness,14
5345,rvandermeulen,build-puppet-manifests,3
5427,rvandermeulen,build-talos,1
5468,rvandermeulen,build-tools,17
18982,rvandermeulen,firefox-health-backend,1
9590,rvandermeulen,foundation-security-advisories,4
7564,rvandermeulen,gecko-dev,7201
16601,rvandermeulen,haiku-gaia-experiments,663
4293,rvandermeulen,integration-mozilla-inbound,381
12863,rvandermeulen,loop,22
8747,rvandermeulen,loop-client,6
12941,rvandermeulen,loop-test,22
12229,rvandermeulen,newtab-dev,5888
3528,rvandermeulen,pjs,177
14656,rvandermeulen,positron,6194
4419,rvandermeulen,releases-comm-central,74
8563,rvandermeulen,releng-jacuzzis,3
16348,rvandermeulen,spiderweb,6171
6178,rvandermeulen,treeherder,5
11385,rvandermeulen,universal-search-gecko-dev,4813
12551,rvandermeulen,version-control-tools,8
4600,rwaldron,WebGameStub,2
16668,rwaldron,haiku-gaia-experiments,108
3064,rwaldron,popcorn-docs,58
366,rwaldron,popcorn-js,355
8984,rweng,ambient-boxen,1
15768,ry,positron-spidernode,3021
14813,ry,sccache,9
14556,ry,spidernode,3021
16448,ry,spiderweb-spidernode,3021
9717,ryandang,webmaker-android,5
8511,ryandeivert,MozDef,1
12376,ryanfeeley,addons,4
11710,ryanfeeley,fxa,57
9330,ryanfeeley,fxa-auth-mailer,3
6687,ryanfeeley,fxa-auth-server,6
7183,ryanfeeley,fxa-content-server,39
6858,ryanfeeley,mod_authnz_persona,1
17779,ryanfeeley,notes,5
1373,ryanfeeley,persona,6
7308,ryanfeeley,persona.org,8
7068,ryanfeeley,tincan,6
5208,ryanmeador,node-db-migrate,2
312,ryanniemeyer,bleach,1
12794,ryanpitts,mofo-allhands-event-app-data-processor,30
12626,ryanpitts,mozfest-event-app,68
16074,ryanpitts,mozfest-event-app-data-processor,30
3436,ryanpitts,mozilla-opennews,55
4228,ryanpitts,source,634
10966,ryanschmidt,games.mozilla.org,40
15088,ryanschmidt,webrtc.mozilla.org,22
2373,ryanseddon,source-map,4
2315,ryanseys,lightbeam,1
1400,ryanseys,persona,1
7310,ryanseys,persona.org,2
7066,ryanseys,tincan,198
2220,ryansnyder,input.mozilla.org,47
1127,ryansnyder,markup,1
1131,ryansnyder,spark,2
1225,ryansnyder,spark-lib,1
7722,ryanstewart,brackets,60
15334,ryanwarsaw,Jisort,52
11526,ryanwarsaw,api.webmaker.org,2
11355,ryanwarsaw,id.webmaker.org,7
4968,ryanwarsaw,login.webmaker.org,6
18070,ryanwarsaw,passport-webmaker,27
11680,ryanwarsaw,publish.webmaker.org,1
9703,ryanwarsaw,webmaker-android,58
11264,ryanwarsaw,webmaker-browser,1
11945,ryanwarsaw,webmaker-core,3
14313,ryelle,wp-calypso,14
15283,ryojiysd,DeepSpeech,2
16147,ryotarai,redash,9
3648,ryuslash,browserid-cookbook,8
9961,rzmf,tls-observatory,3
10925,rzoller,srihash.org,1
17054,s-weigand,sphinx-js,20
8712,s0meone,mozillawebmakerproxy.net,1
170,saadmk11,kitsune,2
17617,saadq,http-server,1
14367,sabrinang,content,7
11142,sabrinang,learning.mozilla.org,1
2882,sachs7,mozillians-tests,1
1603,saebekassebil,pdf.js,84
16000,saeta,tensorflow,165
112,safwanrahman,kitsune,74
2073,safwanrahman,mozillians,3
13246,safwanrahman,normandy,1
3325,safwanrahman,remo,2
15810,saghul,positron-spidernode,34
14603,saghul,spidernode,34
16489,saghul,spiderweb-spidernode,34
1881,sainaen,rhino,18
13528,saintsebastian,web-ext,12
14959,sairoutine,tofino-electron,7
19807,sakshi97,price-tracker,1
5702,salarelv,hawk,2
20426,salortiz,lmdb,4
13120,saltmueller,moz-skia,23
15798,sam-github,positron-spidernode,58
14578,sam-github,spidernode,109
16478,sam-github,spiderweb-spidernode,58
16758,sam-smo,moz-sql-parser,1
3041,samastur,domtemplate,1
18698,sambhav2612,newfirefox.mozilla.community,7
5396,sambuddhabasu,build-talos,2
463,sambuddhabasu,mozmill,1
15152,samccone,positron-electron,7
2389,samccone,source-map,2
14958,samccone,tofino-electron,7
20044,samgd,kenlm,1
4152,samhardy,labs-vcap,2
4206,samhardy,labs-vcap-tests,8
1902,samiashi,rhino,2
16007,samikama,tensorflow,143
9140,samitbadle,qa-mozmill-tests,1
16657,samjoch,haiku-gaia-experiments,172
8402,samkeen-blog,addons-server,59
31,samkeen-blog,zamboni,59
3970,samliu,datazilla,25
2965,samliu,gofaster,3
1978,samliu,mozcommitbuilder,79
212,samliu,mozregression,4
4540,samliu,spade,163
2847,samliu,testperf_dashboard,6
19653,sammacbeth,libdweb,2
13175,sammc,moz-skia,1
3172,samrocketman,shumway,1
7282,samshadwell,ouija,1
866,samth,task.js,1
14335,samuelclemens,wp-calypso,6
15184,samueleaton,positron-electron,4
13161,samuelhuang,moz-skia,1
2881,samverneck,mozillians-tests,1
19234,san-gh,bugbug,1
7781,sanariaz154,brackets,7
20026,sandello,kenlm,13
17183,sander85,activity-stream-l10n,8
17328,sander85,copyright,1
8657,sander85,fxa-content-server-l10n,24
10056,sander85,pontoon-intro,5
17907,sander85,send,8
17252,sandrapersing,devroadshow2017,96
1549,sandrocottus,bedrock,3
13657,sangimanishrao,release-services,2
11262,sanjaygouri,webmaker-browser,2
7815,sanjaypoyzer,FunkJamTracker,1
15965,sanjoy,tensorflow,563
8958,sankage,ambient-boxen,3
2025,sant0sh,dxr,1
6996,santiago-hollmann,MozStumbler,1
1314,santiagobasulto,unicode-slugify,2
15796,santigimeno,positron-spidernode,60
14584,santigimeno,spidernode,71
16476,santigimeno,spiderweb-spidernode,60
2629,santiycr,pytest-mozwebqa,1
15468,sapohl,outofdate-notifications-system-addon,24
15064,sapohl,telemetry-airflow,1
12836,sapohl,telemetry-batch-view,1
6543,sapohl,telemetry-dashboard,14
13419,saptarshiguha,ChangeDetector,2
17016,saptarshiguha,CrashAndHoursAndURI,5
17017,saptarshiguha,CrashesVSHoursAndURI,2
11337,saptarshiguha,emr-bootstrap-spark,1
12927,saptarshiguha,execCIProject,9
10990,saptarshiguha,fhr-r-rollups,79
12770,saptarshiguha,fhr-v2-v4-executive,13
12997,saptarshiguha,firefox-code-quality,1
11542,saptarshiguha,metrics-aws-clusters,15
12835,saptarshiguha,telemetry-batch-view,1
10567,sara-mansouri,loop-client-l10n,2
18976,sarah-clements,firefox-health-backend,23
6118,sarah-clements,treeherder,212
19733,sardug10,Spoke,1
10105,sarojdhakal,pontoon-intro,3
13450,sarracini,activity-stream,526
14140,sarracini,embedly-proxy,19
13197,sarracini,newtab,1
12125,sarracini,remote-newtab,29
5537,sarupbanskota,webrtc-landing,11
3361,saschanaz,moz-git-tools,4
12701,saschanaz,platform-status,2
1850,sashakruglov,Addon-Tests,7
2915,sashakruglov,Affiliates-Tests,1
1781,sashakruglov,Socorro-Tests,2
5241,sashakruglov,bouncer-tests,2
3673,sashakruglov,marketplace-tests,37
2864,sashakruglov,mozillians-tests,13
2816,sashakruglov,moztrap-tests,77
5603,sashakruglov,oneanddone,1
7272,sashakruglov,ouija,12
2625,sashakruglov,pytest-mozwebqa,1
2158,sashakruglov,qmo-tests,14
6244,sashakruglov,remo-tests,1
1706,sashakruglov,sumo-tests,3
19551,sashei,application-services,1
18013,sasindu555,infosec.mozilla.org,2
9523,satdav,advocacy.mozilla.org,4
5976,satdav,fireplace,4
197,satdav,kitsune,1
11118,satdav,learning.mozilla.org,3
10541,satdav,loop-client-l10n,4
11977,satdav,payments-l10n,1
8289,satdav,spartacus,1
1713,satdav,sumo-tests,1
12012,satdav,sumobot,13
14250,sathishpc,marytts,1
7749,sathyamoorthi,brackets,19
14131,satish-nikam,smarthome,1
940,satyr,ace,1
710,satyr,bespinclient,2
792,satyr,skywriter,2
767,satyr,ubiquity,779
19236,saurabhdaalia,bugbug,1
213,saurabhs2501,mozregression,4
608,savioabuga,django-csp,1
1365,sawyerh,persona,15
3891,sawyerh,persona-yahoo-bridge,2
16024,saxenasaurabh,tensorflow,111
20397,say-yawn,dummytracker,2
11750,say-yawn,fxa,4
17979,say-yawn,tracking-test,2
20115,say-yawn,trackingprotection-tools,4
10438,sayak-sarkar,firefox10.org,1
3318,sayanchowdhury,remo,3
4259,sayrer,integration-mozilla-inbound,893
2695,sayrer,mozilla-history,893
862,sayrer,narcissus,1
12292,sayrer,newtab-dev,894
2632,sayrer,nocturnal,6
1602,sayrer,pdf.js,105
3464,sayrer,pjs,893
14731,sayrer,positron,894
16423,sayrer,spiderweb,894
11438,sayrer,universal-search-gecko-dev,894
1616,sbarman,pdf.js,23
19187,sbeesm,bugbug,8
13665,sbeesm,release-services,2
15405,sbellem,nixpkgs-mozilla,1
15834,sblom,positron-spidernode,17
14641,sblom,spidernode,17
16514,sblom,spiderweb-spidernode,17
277,sblondon,bleach,3
15558,sbor23,pyjexl,1
14087,sbussweiler,smarthome,15
15574,sc13-bioinf,mentat,1
12200,sc250024,sops,1
16854,scar45,multi-account-containers,1
10600,scarabeusiv,PyFxA,14
1177,sccofield,pontoon,4
15759,schae234,leadership-training,1
1777,schalkneethling,Socorro-Tests,4
2347,schalkneethling,affiliates,7
15106,schalkneethling,all-aboard,454
15459,schalkneethling,all-aboard-remote,12
1474,schalkneethling,bedrock,401
8892,schalkneethling,buddyup,71
9779,schalkneethling,contribute.json,4
1985,schalkneethling,dxr,111
6266,schalkneethling,fhr-jelly,155
4717,schalkneethling,fjord,3
16209,schalkneethling,get-synced,21
151,schalkneethling,kitsune,4
8022,schalkneethling,legal-docs,1
10614,schalkneethling,lorax,137
1452,schalkneethling,mcom-tests,6
13067,schalkneethling,mozilla-infobar,12
5816,schalkneethling,mwc,20
17499,schalkneethling,onboard,111
5575,schalkneethling,oneanddone,32
1822,schalkneethling,openbadges-backpack,1
6098,schalkneethling,peekaboo,9
611,schalkneethling,plugindir,8
4043,schalkneethling,socorro-crashstats,75
13301,schalkneethling,styleguide,49
10398,schalkneethling,sugardough,1
3344,schalkneethling,tabzilla,21
6593,schalkneethling,telemetry-dashboard,1
7114,schalkneethling,up-jelly,65
3577,schalkneethling,verbatim,1
13130,schenney-chromium,moz-skia,6
4663,schimfim,agithub,1
4146,schinen,labs-vcap,3
4024,schmidek,ispdb,3
13966,schmidmuc,openhab,7
14244,schnelle,marytts,2
20443,scholtzan,bigquery-etl,627
17085,scholtzan,data-docs,21
16575,scholtzan,experimenter,1
19895,scholtzan,gcp-ingestion,84
20249,scholtzan,jsonschema-transpiler,3
19998,scholtzan,mozanalysis,9
20535,scholtzan,mozilla-schema-generator,29
11639,scholtzan,python_mozaggregator,3
15033,scholtzan,telemetry-airflow,126
10140,schwabe,openvpn,81
20333,sciurus,classify-client,5
18517,sciurus,frost,3
6500,sciurus,ichnaea,1
13234,sciurus,normandy,4
10846,sciurus,socorro-infra,2
9956,sciurus,tls-observatory,5
598,scjody,django-csp,1
1574,scjody,django-session-csrf,1
12170,scjudd,sops,2
8986,sclm,ambient-boxen,1
11227,scooooooooby,simulated-devices,1
10184,scop,openvpn,1
12074,scottanderson,git-repo,1
20568,scottidler,subhub,153
10412,scottidler,wiki.mozilla.org,7
7542,scottmeng,galaxy,99
8066,scottmeng,galaxy-api,33
19150,scottnotpat,policy-templates,1
8514,scriptonist,MozDef,1
14259,scruffian,wp-calypso,324
15180,scycbx,positron-electron,4
6464,sdalmeida,thimble.mozilla.org,3
9270,sdefresne,angle,3
11743,sdespacio,fxa,6
17696,sdf611097,voicejam-prototypes,10
13765,sdkamat,connected-devices-experiments,1
19114,sdoubremelle,policy-templates,12
19241,sdsubhajitdas,bugbug,1
4248,sdwilsh,integration-mozilla-inbound,1102
2687,sdwilsh,mozilla-history,1102
12285,sdwilsh,newtab-dev,936
3454,sdwilsh,pjs,1102
14726,sdwilsh,positron,936
4442,sdwilsh,releases-comm-central,29
16398,sdwilsh,spiderweb,1127
11422,sdwilsh,universal-search-gecko-dev,1127
8043,seales1,energia,8
15151,seanchas116,positron-electron,7
14957,seanchas116,tofino-electron,7
2626,seandst,pytest-mozwebqa,1
8985,seanknox,ambient-boxen,1
3984,seanmonstar,123done,14
624,seanmonstar,FlightDeck,963
946,seanmonstar,FlightDeck-lib,12
4017,seanmonstar,WebApp-OpenStreetMap,11
10775,seanmonstar,ateam-bootcamp,3
3858,seanmonstar,awsbox,2
4354,seanmonstar,browserid-certifier,1
2665,seanmonstar,browserid-crypto,21
7906,seanmonstar,browserid-local-verify,1
7938,seanmonstar,browserid-verifier,14
4924,seanmonstar,browserid_deployer,1
3603,seanmonstar,connect-cachify,1
1952,seanmonstar,elasticutils,8
16340,seanmonstar,eslint-plugin-fxa,13
3137,seanmonstar,eyedee.me,9
16255,seanmonstar,firefox-test-engineering,3
11688,seanmonstar,fxa,789
9984,seanmonstar,fxa-auth-db-mysql,27
9324,seanmonstar,fxa-auth-mailer,22
6671,seanmonstar,fxa-auth-server,460
11788,seanmonstar,fxa-basket-proxy,7
7185,seanmonstar,fxa-content-server,23
8915,seanmonstar,fxa-customs-server,17
9083,seanmonstar,fxa-dev,12
7825,seanmonstar,fxa-js-client,4
10002,seanmonstar,fxa-oauth-client,5
10119,seanmonstar,fxa-oauth-console,1
8453,seanmonstar,fxa-oauth-server,301
8418,seanmonstar,fxa-profile-server,222
10377,seanmonstar,hapi-fxa-oauth,6
3799,seanmonstar,i18n-abide,1
10124,seanmonstar,mozlog,35
3197,seanmonstar,node-client-sessions,47
3390,seanmonstar,node-convict,6
4763,seanmonstar,npm-lockdown,12
1353,seanmonstar,persona,269
6736,seanmonstar,persona-gmail-bridge,94
3895,seanmonstar,persona-yahoo-bridge,1
7306,seanmonstar,persona.org,28
1746,seanmonstar,webdev-bootcamp,3
3129,seanmonstar,winchan,7
10231,searls,balrog-ui,22
7738,sebaslv,brackets,24
8438,sebastian-marinescu,mortar-privileged-remote-app,2
3800,sebastianhoitz,i18n-abide,1
13928,sebastiankutschbach,openhab,17
17723,sebastienbarbier,notes,149
20275,sebikeller,dockutil,1
14238,seblemaguer,marytts,15
5713,secretfader,hawk,1
9074,secretrobotron,Gallery-Maker,3
15333,secretrobotron,Jisort,67
11524,secretrobotron,api.webmaker.org,5
7145,secretrobotron,appmaker-components,53
10897,secretrobotron,build.webmaker.org,4
2318,secretrobotron,butter,844
7157,secretrobotron,ceci,39
14370,secretrobotron,content,1
16092,secretrobotron,curriculum-final,4
8094,secretrobotron,eoy-fundraising,22
8172,secretrobotron,events.webmaker.org,3
7074,secretrobotron,goggles.mozilla.org,19
4744,secretrobotron,html5-lint,2
11349,secretrobotron,id.webmaker.org,27
10631,secretrobotron,mozilla-bsd-cache,11
7672,secretrobotron,openbadges-badgekit,9
11546,secretrobotron,participation-heartbeat,4
12354,secretrobotron,petitions.mozilla.org,1
3070,secretrobotron,popcorn-docs,4
11795,secretrobotron,popcorn-editor,7
3808,secretrobotron,popcorn-interim,25
374,secretrobotron,popcorn-js,36
6634,secretrobotron,popcorn.webmaker.org,41
3957,secretrobotron,popcorn_maker,1
2763,secretrobotron,rescuefox,16
13274,secretrobotron,research-website,20
8807,secretrobotron,sawmill,5
3929,secretrobotron,slowparse,1
6456,secretrobotron,thimble.mozilla.org,4
11218,secretrobotron,ttw-podcast,30
9711,secretrobotron,webmaker-android,8
9833,secretrobotron,webmaker-app-cordova,3
11255,secretrobotron,webmaker-browser,9
10638,secretrobotron,webmaker-curriculum,8
11655,secretrobotron,webmaker-launch,21
9922,secretrobotron,webmaker-login-ux,4
9428,secretrobotron,webmaker-mailroom,15
6293,secretrobotron,webmaker.org,81
1057,secretrobotron,webowonder-demos,10
20618,securityclippy,fleet,1
20637,securityclippy,launcher,1
5684,sedge,MakeAPI,4
7729,sedge,brackets,43
11362,sedge,id.webmaker.org,1
4958,sedge,login.webmaker.org,104
8905,sedge,makedrive,58
6623,sedge,node-webmaker-loginapi,23
6646,sedge,popcorn.webmaker.org,3
11671,sedge,publish.webmaker.org,90
6377,sedge,thimble.mozilla.org,105
6307,sedge,webmaker.org,8
7465,sedrubal,Fira,1
276,sedrubal,bleach,3
13265,seeam,OpenDesign,2
14271,seear,wp-calypso,123
15865,seebees,positron-spidernode,9
16546,seebees,spiderweb-spidernode,9
19532,seeekr,application-services,1
17720,seferov,webext-compat-tool,1
13968,seime,openhab,6
9646,seinlin,pluotsorbet,1
15835,seishun,positron-spidernode,16
14610,seishun,spidernode,28
16515,seishun,spiderweb-spidernode,16
298,sekineh,bleach,1
14409,sekogan,clouseau,1
5321,selenamarie,build-mozharness,1
3565,selenamarie,mediawiki-bugzilla,3
11573,selenamarie,relengbot,21
15220,selenamarie,sample-tc-github-project,12
4050,selenamarie,socorro-crashstats,8
15650,selimsumlu,activate.mozilla.community,5
17142,selimsumlu,activity-stream-l10n,22
13803,selimsumlu,addons-frontend,107
12442,selimsumlu,addons-linter,11
8397,selimsumlu,addons-server,73
19620,selimsumlu,blurts-addon,1
18610,selimsumlu,blurts-server,58
6812,selimsumlu,commbadge,5
19284,selimsumlu,contain-facebook,11
9751,selimsumlu,discoplace,3
11833,selimsumlu,donate.mozilla.org,27
5946,selimsumlu,fireplace,19
8574,selimsumlu,fxa-content-server-l10n,180
7976,selimsumlu,legal-docs,4
10496,selimsumlu,loop-client-l10n,22
7351,selimsumlu,marketplace-stats,4
17735,selimsumlu,notes,21
15509,selimsumlu,outofdate-notifications-system-addon,1
11982,selimsumlu,payments-l10n,1
10047,selimsumlu,pontoon-intro,6
6917,selimsumlu,rocketfuel,1
17847,selimsumlu,send,33
8275,selimsumlu,spartacus,4
6400,selimsumlu,thimble.mozilla.org,33
5155,selimsumlu,webpay,9
9020,selimsumlu,yogafire,9
90,selimsumlu,zamboni,6
19730,sellersociety,Spoke,2
2542,seocam,django-browserid,10
15404,seppeljordan,nixpkgs-mozilla,1
15176,seppestas,positron-electron,4
14995,seppestas,tofino-electron,4
13555,serendicoder,web-ext,1
16674,sergi,haiku-gaia-experiments,84
1077,sergi,pilot,1
4019,sergiocharpineljr,ispdb,107
888,sergioramos,doctorjs,3
1779,sergiumezei,Socorro-Tests,3
16242,serv-inc,webextension-polyfill,1
2972,sesam,pad,18
3365,sethfowler,moz-git-tools,3
12297,sethfowler,newtab-dev,852
14711,sethfowler,positron,1050
16405,sethfowler,spiderweb,1050
11467,sethfowler,universal-search-gecko-dev,583
19369,sethhall,bro,1297
18919,seungwonpark,TTS,1
8512,severinrudie,MozDef,1
14439,severinrudie,fathom,2
13758,sfoster,connected-devices-experiments,3
16639,sfoster,haiku-gaia-experiments,253
14479,sfoster,project_haiku.iot,108
16316,sfoster,project_haiku_dataviz.iot,31
15895,sfoster,project_haiku_status_api.iot,53
16742,sfoster,project_haiku_webrtc_signaling.iot,4
2488,sfuller,cubeb,1
20206,sg-laserlike,advance,25
3726,sgarrity,SocialShare,1
1470,sgarrity,bedrock,1355
13744,sgarrity,community-data,5
1000,sgarrity,django-moz-header,1
3836,sgarrity,fx36start,1
3062,sgarrity,itisatrap,1
167,sgarrity,kitsune,2
7966,sgarrity,legal-docs,11
1458,sgarrity,mcom-tests,3
15219,sgarrity,mozilla-identity,24
8723,sgarrity,mrburns,188
5804,sgarrity,mwc,906
2633,sgarrity,nocturnal,6
3666,sgarrity,relnotes,3
3342,sgarrity,tabzilla,91
1934,sghill,rhino,1
4749,sgkim126,html5-lint,1
17626,sgnl,http-server,1
9238,sgraham,angle,10
18141,sgraham,aom,2
5101,sgricci,Marketplace.PHP,1
19151,sgtclems,policy-templates,1
3091,sh1r0,moztrap,1
15697,sh7dm,activate.mozilla.community,1
13445,shaardie,ssh_scan,1
347,shadone,nestegg,1
19587,shahbaz17,blurts-addon,3
18645,shahbaz17,blurts-server,15
13741,shahbaz17,community-data,289
19335,shahbaz17,contain-facebook,3
5999,shahbaz17,fireplace,2
10476,shahbaz17,marketplace-core-modules,1
2577,shaib,django-browserid,1
15822,shama,positron-spidernode,23
14625,shama,spidernode,23
16502,shama,spiderweb-spidernode,23
16659,shamenchens,haiku-gaia-experiments,156
11708,shane-tomlinson,fxa,81
12617,shane-tomlinson,grunt-l10n-lint,4
19237,shankarj67,bugbug,1
9202,shannonwoods,angle,90
1542,shansm,bedrock,4
664,shanx,django-piston,3
9277,shaoboyan,angle,3
13535,sharang-d,web-ext,3
13045,sharms,chat.mozillafoundation.org,1
16017,shashishekhar,tensorflow,123
14276,shaunandrews,wp-calypso,101
9172,shawnacscott,ascendproject,7
15761,shawnmgoulet,leadership-training,1
19736,shawticus,Spoke,1
18489,shawticus,reticulum,1
13318,shaybeau731,jupyter-notebook-gist,17
13393,shaybeau731,jupyter-spark,22
11935,sheeit,wikimo_content,1
19386,sheharbano,bro,4
4859,shepherdwind,nunjucks,1
12758,shepmaster,mp4parse-rust,1
18052,shermdog,ansible-junos-stdlib,65
15323,shershen08,DeepSpeech,1
4552,shichuan,WebGameStub,26
14645,shigeki,spidernode,16
7243,shikhar-scs,fxa-content-server,1
13381,shikhar-scs,network-pulse,2
17786,shikhar-scs,notes,4
17929,shikhar-scs,send,5
6571,shikhar-scs,telemetry-dashboard,2
6998,shiladittyapaul,MozStumbler,1
20253,shilpaexaltcg,bugzilla-dashboard,15
17703,shinenelson,zilla-slab,3
3085,shinglyu,moztrap,7
3078,shinglyu,moztrap-reqs,1
17699,shinglyu,voicejam-prototypes,1
9239,shishkander,angle,9
9973,shithead,tls-observatory,1
9420,shivamagarwal-iitb,OpenWPM,1
16025,shivaniag,tensorflow,111
10143,shivanshuag,openvpn,8
1182,shkamaru,pontoon,2
19833,shkr,PyHive,1
6968,shollmann,MozStumbler,2
17704,shoorick,zilla-slab,1
14507,shortstuffsushi,Java-WebSocket,2
